timestamp,regime,regime_type
803,0,CALM_RANGING
804,0,CALM_RANGING
805,0,CALM_RANGING
806,0,CALM_RANGING
807,0,CALM_RANGING
808,0,CALM_RANGING
809,0,CALM_RANGING
810,0,CALM_RANGING
811,0,CALM_RANGING
812,0,CALM_RANGING
813,0,CALM_RANGING
814,0,CALM_RANGING
815,2,CALM_RANGING
816,2,CALM_RANGING
817,2,CALM_RANGING
818,2,CALM_RANGING
819,2,CALM_RANGING
820,2,CALM_RANGING
821,2,CALM_RANGING
822,2,CALM_RANGING
823,2,CALM_RANGING
824,2,CALM_RANGING
825,2,CALM_RANGING
826,2,CALM_RANGING
827,0,CALM_RANGING
828,0,CALM_RANGING
829,0,CALM_RANGING
830,0,CALM_RANGING
831,0,CALM_RANGING
832,0,CALM_RANGING
833,2,CALM_RANGING
834,2,CALM_RANGING
835,2,CALM_RANGING
836,2,CALM_RANGING
837,2,CALM_RANGING
838,2,CALM_RANGING
839,2,CALM_RANGING
840,0,CALM_RANGING
841,0,CALM_RANGING
842,0,CALM_RANGING
843,0,CALM_RANGING
844,0,CALM_RANGING
845,0,CALM_RANGING
846,0,CALM_RANGING
847,0,CALM_RANGING
848,0,CALM_RANGING
849,0,CALM_RANGING
850,0,CALM_RANGING
851,0,CALM_RANGING
852,0,CALM_RANGING
853,0,CALM_RANGING
854,0,CALM_RANGING
855,0,CALM_RANGING
856,0,CALM_RANGING
857,0,CALM_RANGING
858,0,CALM_RANGING
859,0,CALM_RANGING
860,0,CALM_RANGING
861,0,CALM_RANGING
862,0,CALM_RANGING
863,0,CALM_RANGING
864,0,CALM_RANGING
865,0,CALM_RANGING
866,0,CALM_RANGING
867,2,CALM_RANGING
868,2,CALM_RANGING
869,2,CALM_RANGING
870,2,CALM_RANGING
871,2,CALM_RANGING
872,2,CALM_RANGING
873,2,CALM_RANGING
874,2,CALM_RANGING
875,0,CALM_RANGING
876,0,CALM_RANGING
877,0,CALM_RANGING
878,0,CALM_RANGING
879,0,CALM_RANGING
880,0,CALM_RANGING
881,2,CALM_RANGING
882,2,CALM_RANGING
883,2,CALM_RANGING
884,2,CALM_RANGING
885,2,CALM_RANGING
886,2,CALM_RANGING
887,2,CALM_RANGING
888,2,CALM_RANGING
889,2,CALM_RANGING
890,2,CALM_RANGING
891,2,CALM_RANGING
892,2,CALM_RANGING
893,2,CALM_RANGING
894,0,CALM_RANGING
895,2,CALM_RANGING
896,2,CALM_RANGING
897,2,CALM_RANGING
898,2,CALM_RANGING
899,2,CALM_RANGING
900,2,CALM_RANGING
901,2,CALM_RANGING
902,2,CALM_RANGING
903,2,CALM_RANGING
904,2,CALM_RANGING
905,2,CALM_RANGING
906,2,CALM_RANGING
907,2,CALM_RANGING
908,2,CALM_RANGING
909,2,CALM_RANGING
910,0,CALM_RANGING
911,0,CALM_RANGING
912,0,CALM_RANGING
913,0,CALM_RANGING
914,0,CALM_RANGING
915,0,CALM_RANGING
916,0,CALM_RANGING
917,0,CALM_RANGING
918,0,CALM_RANGING
919,0,CALM_RANGING
920,0,CALM_RANGING
921,0,CALM_RANGING
922,0,CALM_RANGING
923,0,CALM_RANGING
924,0,CALM_RANGING
925,0,CALM_RANGING
926,0,CALM_RANGING
927,0,CALM_RANGING
928,0,CALM_RANGING
929,0,CALM_RANGING
930,0,CALM_RANGING
931,0,CALM_RANGING
932,0,CALM_RANGING
933,0,CALM_RANGING
934,0,CALM_RANGING
935,0,CALM_RANGING
936,0,CALM_RANGING
937,0,CALM_RANGING
938,0,CALM_RANGING
939,0,CALM_RANGING
940,0,CALM_RANGING
941,0,CALM_RANGING
942,0,CALM_RANGING
943,0,CALM_RANGING
944,0,CALM_RANGING
945,0,CALM_RANGING
946,0,CALM_RANGING
947,0,CALM_RANGING
948,0,CALM_RANGING
949,0,CALM_RANGING
950,0,CALM_RANGING
951,0,CALM_RANGING
952,0,CALM_RANGING
953,0,CALM_RANGING
954,0,CALM_RANGING
955,0,CALM_RANGING
956,0,CALM_RANGING
957,0,CALM_RANGING
958,0,CALM_RANGING
959,0,CALM_RANGING
960,0,CALM_RANGING
961,0,CALM_RANGING
962,0,CALM_RANGING
963,0,CALM_RANGING
964,0,CALM_RANGING
965,0,CALM_RANGING
966,0,CALM_RANGING
967,0,CALM_RANGING
968,0,CALM_RANGING
969,0,CALM_RANGING
970,0,CALM_RANGING
971,0,CALM_RANGING
972,0,CALM_RANGING
973,0,CALM_RANGING
974,0,CALM_RANGING
975,0,CALM_RANGING
976,0,CALM_RANGING
977,0,CALM_RANGING
978,0,CALM_RANGING
979,0,CALM_RANGING
980,2,CALM_RANGING
981,2,CALM_RANGING
982,2,CALM_RANGING
983,2,CALM_RANGING
984,2,CALM_RANGING
985,2,CALM_RANGING
986,2,CALM_RANGING
987,2,CALM_RANGING
988,0,CALM_RANGING
989,0,CALM_RANGING
990,0,CALM_RANGING
991,0,CALM_RANGING
992,0,CALM_RANGING
993,2,CALM_RANGING
994,2,CALM_RANGING
